,Average Temperature,Maximum temperature,Minimum temperature,Atmospheric pressure at sea level,Average relative humidity,Total rainfall and / or snowmelt,Average visibility,Average wind speed,Maximum sustained wind speed,PM2.5 AQI Value,AQI Category
5767,11.5,17.8,1.7,1018.3,46,0,16.1,7.2,16.5,14.0,Good
5771,17.4,25.6,6.7,1026.6,45,0,16.1,4.3,11.1,35.0,Good
5772,21,26.1,7.8,1020.2,37,0,16.1,11.5,22.2,36.0,Good
5773,19.1,27.8,13.3,1009.8,46,0,15.9,13.1,29.4,15.0,Good
5777,11.6,20,5.6,1019.9,52,0,16.1,5.6,11.1,20.0,Good
5778,15.1,20.6,5.6,1013.9,49,0,16.1,8.1,13,33.0,Good
5779,15.3,18.9,10,1005.3,51,0,15.9,8,31.7,13.0,Good
5783,9.6,13.9,5.6,1020.5,66,0.25,16.1,10.9,33.5,11.0,Good
5784,9.8,13.9,6.1,1024.2,76,1.52,15.1,10.2,22.2,12.0,Good
5785,10.9,15,7.2,1024.7,72,1.02,16.1,4.4,11.1,18.0,Good
5789,16.7,23.3,7.8,1014.6,42,0,16.1,3.7,9.4,35.0,Good
5791,16.2,23.9,7.8,1001.7,41,0,16.1,5,13,24.0,Good
5792,13.8,23.9,7.8,997.1,72,1.02,15.6,9.4,38.9,12.0,Good
5793,10.9,16.1,4.4,1004.2,62,2.29,16.1,6.9,16.5,19.0,Good
5797,12,18.3,7.2,1010.4,66,2.54,16.1,5.4,13,9.0,Good
5798,14.9,18.9,7.2,1011.1,51,0.25,16.1,10.7,20.6,15.0,Good
5799,12.1,17.2,9.4,1012.5,80,1.02,16.1,5.4,14.8,19.0,Good
5803,12.9,17.2,10.6,1010.3,79,8.64,16.1,8.3,22.2,13.0,Good
5804,11.8,17.2,6.1,1019.2,60,0.25,16.1,12.4,25.9,9.0,Good
5805,13.1,21.1,5,1021.5,58,0.25,16.1,5.7,24.1,13.0,Good
5809,20,24.4,13.9,1007.6,42,0,16.1,9.4,24.1,27.0,Good
5810,14.7,21.1,11.1,1013,71,1.27,16.1,7.2,18.3,7.0,Good
5811,14.6,18.3,11.1,1017.1,72,0.51,15.9,12.2,20.6,9.0,Good
5815,21.8,26.7,13.3,1007.6,43,0,16.1,10.6,16.5,15.0,Good
5816,20.9,27.2,12.8,1010.9,50,0,16.1,5.7,13,28.0,Good
5817,14.8,18.3,13,1015.8,90,11.18,13.5,9.6,22.2,11.0,Good
5822,17.6,23.3,14.4,1007.1,78,1.02,15.3,11.9,22.2,10.0,Good
5823,17.6,23.9,15,1002.4,76,3.3,15,6.1,14.8,14.0,Good
5824,15.8,17.2,14,1004,91,2.29,11.1,5.6,11.1,13.0,Good
5828,17.9,23.3,12.2,1010.5,61,0,16.1,8.1,20.6,5.0,Good
5829,19.1,23.9,11.7,1013,55,0,16.1,6.3,18.3,14.0,Good
5830,19.4,26.7,11.7,1008.5,59,0,16.1,3.5,13,13.0,Good
5834,23.5,30.6,11.1,1018.7,53,0,16.1,4.1,9.4,16.0,Good
5835,24.1,31.1,15,1020.4,53,0,16.1,4.8,29.4,30.0,Good
5836,23.6,31.1,16.1,1021.6,61,10.67,16.1,6.9,25.9,26.0,Good
5840,13.5,17.8,12.2,1017.1,88,11.68,14.5,14.3,20.6,6.0,Good
5841,14.4,18.3,12.2,1015.5,79,0,16.1,13,18.3,7.0,Good
5842,12.9,17.8,10.6,1011.9,90,9.65,8.7,7.8,14.8,7.0,Good
5846,16.5,22.2,11.1,1006.3,60,0.25,16.1,10.7,25.9,6.0,Good
5847,18.5,23.3,11.1,1008.9,61,0,16.1,3.1,13,10.0,Good
5848,18.4,23.9,12.2,1009.6,65,0,16.1,5.4,16.5,20.0,Good
5852,13.4,15.6,12,1011.4,95,13.72,11.3,8.7,16.5,8.0,Good
5854,15.5,20,12.2,1015.3,88,17.02,15.6,3.7,13,13.0,Good
5855,17.3,22.2,13.3,1013.7,75,0.25,15.9,4.8,25.9,10.0,Good
5856,14.9,22.2,11.1,1017,83,4.57,15.6,6.9,25.9,15.0,Good
5860,19.3,25.6,13.9,1003.8,71,2.03,16.1,6.9,18.3,16.0,Good
5861,16.8,21.7,13.3,1000.3,84,0,16.1,3.3,9.4,10.0,Good
5862,16.7,23.9,12.2,1005,75,1.52,13.4,8.5,14.8,4.0,Good
5866,17.9,25.6,11.7,1004,65,0,16.1,4.3,9.4,17.0,Good
5867,19,26.1,12.2,999.3,60,0,16.1,4.8,13,16.0,Good
5868,17.3,24.4,11.7,1000.5,66,0,16.1,5.6,20.6,13.0,Good
5872,15.9,21.1,7.2,1017.2,72,0,16.1,6.9,18.3,11.0,Good
5873,14.1,20.6,12.2,1014.6,89,3.05,15.3,7.8,18.3,11.0,Good
5874,12.8,16.1,11.7,1007.6,93,11.43,14.2,5.7,14.8,7.0,Good
5878,15.9,21.7,9.4,1021.6,84,0,15.1,3.1,11.1,14.0,Good
5879,15.4,20.6,10.6,1023.4,90,1.78,16.1,6.9,16.5,12.0,Good
5880,15.2,20.6,12.2,1023.3,86,0,15.8,5,13,20.0,Good
5884,13.1,20.6,5.6,1021.8,53,0,16.1,8.9,18.3,18.0,Good
5886,14.3,21.1,5.6,1016.9,53,0,16.1,11.3,18.3,20.0,Good
5887,12.1,19.4,5.6,1018.7,61,0,16.1,14.4,25.9,12.0,Good
5888,11.3,20.6,3.9,1018,60,0,16.1,13,20.6,30.0,Good
5892,7.2,11.7,3.3,1008.6,70,5.59,16.1,11.3,18.3,14.0,Good
5893,6.1,14.4,-1.1,1014,70,0,16.1,4.8,13,21.0,Good
5894,8.2,16.1,-1.1,1011.3,66,0,16.1,5.4,13,20.0,Good
5898,9.7,14.4,6.7,999.9,92,5.08,12.4,10.9,20.6,8.0,Good
5899,6.4,12.2,1.1,1007,87,3.05,15.6,6.3,11.1,13.0,Good
5900,9.6,16.1,1.1,1001.3,69,0,16.1,12.2,16.5,12.0,Good
5904,5.8,11.7,2.2,1019.1,74,0.51,16.1,8.1,27.8,20.0,Good
5905,7.9,14.4,4.4,1011.2,72,0,16.1,5.6,11.1,23.0,Good
5906,11.7,16.1,8.3,997,57,0,16.1,6.5,13,25.0,Good
5910,5.5,10.6,0,1009.6,86,0.51,15.3,5.9,13,24.0,Good
5911,1.6,7.2,-2.8,1014,87,2.54,14.3,2.6,9.4,33.0,Good
5912,1.7,7.2,-2.8,1017.6,87,0,16.1,2.6,7.6,48.0,Good
5917,4.3,15,-3.3,1019.1,67,0,16.1,6.3,20.6,57.0,Moderate
5918,5.8,15,-2.8,1007,60,0,16.1,6.9,18.3,39.0,Good
5919,0.2,10.6,-5.6,1013.9,81,0,16.1,3.9,11.1,66.0,Moderate
5923,0.3,10,-6.1,1022.8,65,0,16.1,3.7,13,82.0,Moderate
5924,0.4,10.6,-6.1,1017.3,60,0,16.1,5.7,11.1,78.0,Moderate
5925,0.2,11.1,-6.1,1015.3,60,0,16.1,2,9.4,102.0,Unhealthy for Sensitive Groups
5929,0.5,12.8,-5.6,1004.6,60,0,16.1,5.4,13,33.0,Good
5930,-0.3,8.9,-6.7,1001.3,53,0,16.1,9.8,22.2,29.0,Good
5931,-3.9,4.4,-9.4,1001.8,51,0,16.1,11.9,24.1,20.0,Good
5935,-5.9,1.7,-10.6,1006.3,70,0,16.1,6.5,13,138.0,Unhealthy for Sensitive Groups
5936,-8.1,-1.1,-12.8,1002.5,83,0,15.6,3.5,13,84.0,Moderate
5937,-6.3,-5,-12.8,1010.1,92,0.25,11.9,1.5,11.1,25.0,Good
5941,-12.4,-1.7,-18.9,1021.3,78,0,16.1,2.8,7.6,103.0,Unhealthy for Sensitive Groups
5942,-9.3,-1.7,-17.8,1011.2,77,0,16.1,2.4,11.1,135.0,Unhealthy for Sensitive Groups
5943,-11.6,-3.9,-16.7,1007.8,84,0,16.1,2.4,9.4,156.0,Unhealthy
5947,-1.5,3.3,-8.3,997.5,86,0,16.1,3,9.4,73.0,Moderate
5949,-7.4,3.3,-12.8,994.9,84,0,16.1,3,13,144.0,Unhealthy for Sensitive Groups
5950,-8.6,0,-12.8,996.2,84,0,16.1,2.6,7.6,119.0,Unhealthy for Sensitive Groups
5951,-9.4,-4.4,-13.9,996.1,89,0,16.1,1.9,11.1,130.0,Unhealthy for Sensitive Groups
5955,-11.9,-9.4,-16.7,999.7,91,0.76,13.7,4.1,11.1,47.0,Good
5956,-11.7,-8.3,-16.7,990.4,90,0,16.1,1.9,9.4,68.0,Moderate
5957,-16.1,-8.3,-19.4,996.8,87,0,16.1,0.9,5.4,110.0,Unhealthy for Sensitive Groups
5961,-12.9,-7.8,-17.2,991.8,89,0,15.9,0.7,7.6,157.0,Unhealthy
5962,-8.5,-3.3,-15.6,988.2,90,0,13.2,4.6,11.1,63.0,Moderate
5963,-8.8,-3.3,-15.6,1006.2,95,1.27,8.4,0.9,7.6,40.0,Good
5967,-20.2,-14.4,-22.8,1018.6,85,0,16.1,2,9.4,130.0,Unhealthy for Sensitive Groups
5968,-20.4,-16.7,-24.4,1010.6,82,0,16.1,7.4,14.8,151.0,Unhealthy
5969,-22.3,-16.7,-25,1007.3,83,0,16.1,2.8,9.4,154.0,Unhealthy
5973,-18.9,-16.1,-27.8,1008,81,0,14.6,5.2,11.1,49.0,Good
5974,-16.3,-15,-20.6,1002.5,85,0.25,12.2,3.9,11.1,68.0,Moderate
5975,-19.6,-15,-25,993.2,84,0,12.1,3.9,13,21.0,Good
5980,-24.2,-19.4,-32.2,1000.2,78,0.25,13,5,11.1,16.0,Good
5981,-20.1,-19.4,-27.2,1005.1,80,1.78,3.2,2.4,13,17.0,Good
5982,-22.1,-19.4,-27.8,1017.8,80,2.54,6.3,3.7,16.5,82.0,Moderate
5986,-32,-28.3,-33.9,1037.8,75,0,16.1,2.8,11.1,88.0,Moderate
5987,-30.1,-25.6,-33.9,1038.2,76,0,16.1,6.1,11.1,72.0,Moderate
5988,-28.7,-25.6,-32.8,1032.7,77,0,16.1,7,13,156.0,Unhealthy
5992,-30.7,-27.8,-32.8,1035.5,75,0,16.1,0.9,7.6,163.0,Unhealthy
5993,-30.2,-27.2,-32.8,1035.9,75,0,16.1,1.1,7.6,165.0,Unhealthy
5994,-23.2,-12.8,-32.2,1030.8,78,0,16.1,1.7,7.6,79.0,Moderate
5998,-21.7,-11.1,-27.2,978.5,83,0.25,15.8,1.3,7.6,83.0,Moderate
5999,-21.8,-15,-27.2,983,81,0,16.1,1.7,7.6,84.0,Moderate
6000,-15.9,-13.9,-26.1,993.5,85,0.25,9.7,1.5,9.4,58.0,Moderate
6004,-18.4,-11.1,-22.8,999,86,0,16.1,0.7,5.4,90.0,Moderate
6005,-18.3,-13.3,-22.2,987.6,87,0,16.1,0.9,7.6,99.0,Moderate
6006,-22.1,-16.7,-25,990.9,84,0,16.1,0.4,5.4,115.0,Unhealthy for Sensitive Groups
6010,-1.9,-1.1,-2.2,1020.7,77,0,9.3,28.2,38.9,69.0,Moderate
6011,-10.7,1.7,-16.7,1034.2,92,1.52,15.6,2.8,11.1,170.0,Unhealthy
6012,-17.1,-6.7,-21.1,1034.2,88,0,16.1,3.1,9.4,173.0,Unhealthy
6013,-17.1,-10,-21.7,1037.7,86,0,16.1,4.3,9.4,107.0,Unhealthy for Sensitive Groups
6017,-30,-27.2,-32.2,1045.9,79,0,15.6,1.3,9.4,174.0,Unhealthy
6018,-28.9,-25.6,-32.8,1036.7,77,0,15.9,1.1,7.6,171.0,Unhealthy
6019,-27.4,-24.4,-31.1,1029.9,80,0,15.9,0.9,7.6,174.0,Unhealthy
6023,-18.6,-15.6,-25,1002.4,86,1.27,13.5,5,11.1,65.0,Moderate
6024,-13.5,-10.6,-16,984.5,85,1.02,10.8,8.3,18.3,40.0,Good
6025,-28.7,-15.6,-38.3,1001.5,-,3.3,14.3,5,22.2,99.0,Moderate
6029,-41.9,-37.2,-46.1,1003,-,0,1,0.6,13,83.0,Moderate
6030,-31.3,-23.9,-44.4,1001.5,-,0,16.1,3,14.8,119.0,Unhealthy for Sensitive Groups
6031,-23.6,-17.2,-34.4,1008.4,79,0.76,11.7,4.3,14.8,35.0,Good
6035,-22.1,-13.3,-29.4,992.8,81,0,16.1,1.3,9.4,160.0,Unhealthy
6036,-14.3,-6.1,-21.1,993.9,90,0,16.1,4.6,16.5,144.0,Unhealthy for Sensitive Groups
6037,-11.9,-3.9,-18.9,994.1,92,0,16.1,2,9.4,132.0,Unhealthy for Sensitive Groups
6041,-16.2,-8.9,-30.6,1026.6,89,0,16.1,1.3,11.1,141.0,Unhealthy for Sensitive Groups
6043,-19.2,-8.9,-25.6,1039.7,87,0,16.1,2.8,11.1,93.0,Moderate
6044,-23.2,-15,-27.2,1048.1,83,0,16.1,0.4,5.4,108.0,Unhealthy for Sensitive Groups
6045,-23.2,-16.1,-27.2,1044.3,83,0,16.1,1.5,7.6,120.0,Unhealthy for Sensitive Groups
6049,-23.9,-16.1,-28.9,1021.8,82,0,15.9,1.5,9.4,118.0,Unhealthy for Sensitive Groups
6050,-21.4,-12,-28.9,1018.2,84,0,10.1,0.9,7.6,63.0,Moderate
6051,-18.3,-12.2,-29.4,1004.7,88,2.54,11.3,1.7,7.6,54.0,Moderate
6055,-20.2,-7.2,-31.7,992.3,79,0,16.1,3.7,14.8,55.0,Moderate
6056,-13.3,1.1,-18.9,979.6,82,0,16.1,5.9,14.8,63.0,Moderate
6057,-8.3,1.7,-19.4,975.5,92,0,16.1,4.6,9.4,48.0,Good
6061,-16.2,-11.7,-23.3,1007.5,83,0,15.1,2,9.4,30.0,Good
6062,-18.6,-14.4,-21.1,1014.5,77,0,14,6.1,11.1,40.0,Good
6063,-25.2,-13.9,-32.2,1022.8,79,0.25,13.2,4.3,13,96.0,Moderate
6067,0.1,1.1,-5,1027.3,83,8.38,13,16.3,29.4,10.0,Good
6068,-0.3,1.1,-1.7,1022.7,87,9.91,7.1,17.4,31.7,16.0,Good
6069,-3.8,0.6,-7.8,1015.8,83,0.76,12.2,11.9,37,20.0,Good
6072,-18.4,-8.3,-29.4,1028.8,55,0,16.1,16.5,29.4,35.0,Good
6073,-27.8,-14.4,-37.2,1025.2,83,0,16.1,1.7,9.4,123.0,Unhealthy for Sensitive Groups
6074,-29.8,-20,-37.2,1029.2,95,0,16.1,1.3,9.4,114.0,Unhealthy for Sensitive Groups
6078,-29.9,-16.7,-38.9,1031.9,93,0,16.1,1.3,9.4,132.0,Unhealthy for Sensitive Groups
6079,-31.3,-18.9,-39.4,1039.9,-,0,16.1,1.7,9.4,139.0,Unhealthy for Sensitive Groups
6080,-29.8,-17.2,-39.4,1045.8,90,0,16.1,0,-,118.0,Unhealthy for Sensitive Groups
6084,-22.4,-9.4,-32.2,1014.5,72,0,16.1,3,14.8,86.0,Moderate
6085,-19.2,-12.2,-32.2,1012.9,70,0,15.3,7.8,18.3,79.0,Moderate
6086,-18.3,-12.2,-28.9,1013.6,52,0,16.1,14.1,27.8,40.0,Good
6090,-20.9,-10.6,-31.7,1015,60,0,16.1,5.6,14.8,48.0,Good
6091,-18.9,-10,-30.6,1018.1,66,0,16.1,2.8,11.1,61.0,Moderate
6092,-18.7,-10,-28.3,1022.9,71,0,16.1,2.6,11.1,58.0,Moderate
6096,-16.9,-4.4,-28.9,1014.7,65,0,16.1,3.5,9.4,56.0,Moderate
6097,-14.5,-4.4,-27.8,1012.8,57,0,16.1,6.3,14.8,38.0,Good
6098,-10.4,-2.2,-25.6,1007.8,52,0,16.1,9.6,18.3,50.0,Good
6102,-3.4,6.7,-15,994.9,66,2.79,16.1,6.7,14.8,38.0,Good
6104,1.2,10,-2.8,992,66,0,16.1,3.3,9.4,43.0,Good
6105,2.6,11.1,-5,1001.6,70,0,16.1,3.9,13,30.0,Good
6106,1.3,7.2,-4.4,1010.7,59,0,16.1,8.1,20.6,60.0,Moderate
6110,-0.8,4.4,-3.3,1000.9,78,1.78,9.3,16.1,22.2,9.0,Good
6111,-2.5,3.9,-5,1000.1,62,0.51,14.8,15.2,25.9,19.0,Good
6112,-1.2,7.2,-8.3,1004.4,54,0,16.1,7.4,14.8,25.0,Good
6116,3.3,11.1,-6.7,1027.1,47,0,16.1,14.4,27.8,20.0,Good
6117,2.9,10,-4.4,1020.4,45,0,16.1,10.2,24.1,23.0,Good
6118,3,10,-4.4,1017.5,47,0,16.1,11.9,25.9,20.0,Good
6122,-0.7,5,-7.2,1017.3,45,0,16.1,21.7,40.7,25.0,Good
6123,-1.5,5,-7.2,1022.9,44,0,16.1,20.2,40.7,21.0,Good
6124,0.7,7.2,-6.7,1026.5,40,0,16.1,13.3,22.2,26.0,Good
6128,8.2,14.4,0.6,999.9,45,0,16.1,11.5,18.3,28.0,Good
6129,4.7,13.3,-2.2,1000.8,58,0,16.1,5.6,16.5,25.0,Good
6130,4.9,10.6,-2.2,1004.4,55,0,16.1,14.4,22.2,17.0,Good
6135,5.8,13.3,-1.7,1006.8,65,0,16.1,5.6,16.5,20.0,Good
6136,7.1,13.9,-1.7,1005.9,48,0,16.1,4.1,13,13.0,Good
6137,9.7,15.6,-1.7,995.8,43,0,16.1,14.8,24.1,13.0,Good
6141,17.2,17.8,15,1003.7,16,0,16.1,8.9,14.8,25.0,Good
6142,13.2,19.4,0,1004.3,34,0,15.9,10.9,24.1,21.0,Good
6143,10.2,17.2,2.2,1011,60,0,16.1,5.9,18.3,19.0,Good
6147,9.8,18.9,1.7,1008.2,69,0,16.1,7.2,22.2,26.0,Good
6148,11.2,16.7,1.7,1002.6,61,0,16.1,11.5,22.2,14.0,Good
6149,11.4,18.9,3.9,1005.6,69,0,12.7,8,29.4,25.0,Good
6153,11.7,18.3,5,1009.1,47,0,16.1,7,24.1,24.0,Good
6154,9.8,16.1,1.7,1010.4,58,0,16.1,6.9,22.2,20.0,Good
6155,10.6,17.8,1.7,1005.4,50,0,16.1,5.4,16.5,29.0,Good
6159,9.2,16.7,1.1,1009.5,54,0.51,16.1,13.9,27.8,13.0,Good
6160,5.7,12.8,1.7,1014,71,1.02,15.6,8.1,14.8,13.0,Good
6161,8,13.3,1.7,1017.3,48,0.25,16.1,6.9,20.6,18.0,Good
6165,10.2,17.2,2.8,1013.3,64,0.76,16.1,6.7,11.1,33.0,Good
6167,14.2,21.7,4.4,1007,36,0,16.1,4.6,13,17.0,Good
6168,16.8,22.2,6.1,1004.3,33,0,16.1,14.1,22.2,8.0,Good
6169,16.9,22.2,9.4,1004.3,35,0,16.1,13.9,24.1,28.0,Good
6173,19.6,24.4,8.3,1007.4,37,0,16.1,12.6,35.2,8.0,Good
6174,21.8,27.8,13.3,1005,38,0,16.1,17.4,25.9,20.0,Good
6175,23.8,31.1,17.2,1002.5,41,0,16.1,13,25.9,71.0,Moderate
6179,10.8,16.7,6.1,1011.7,59,6.1,15.8,11.3,22.2,5.0,Good
6180,13.6,19.4,6.1,1011,32,0,16.1,9.8,18.3,9.0,Good
6181,14.9,21.1,6.1,1004.2,36,0,16.1,6.5,13,24.0,Good
6185,16.4,23.3,10,1009.5,59,4.32,16.1,6.7,20.6,19.0,Good
6186,16,24.4,10,1004.5,75,1.52,16.1,6.5,27.8,22.0,Good
6187,17.4,22.8,11.1,1015.2,59,0,16.1,8.9,20.6,36.0,Good
6191,16.9,23.3,10,1016,53,0,16.1,7.8,13,28.0,Good
6192,16.7,24.4,9.4,1009.7,58,0,15.9,6.7,31.7,25.0,Good
6193,19.3,25,9.4,1008,47,0,16.1,6.7,14.8,40.0,Good
6198,18.7,23.9,12.2,1006.5,57,0,16.1,4.6,14.8,41.0,Good
6199,18.4,25,12.2,1004.2,66,0,14.3,6.7,13,21.0,Good
6200,15.9,21.7,13.3,1008.1,91,21.08,11.6,4.4,22.2,22.0,Good
6204,22.7,30,13.9,1014.5,57,0,16.1,8,18.3,33.0,Good
6205,19.9,26.7,15,1014.4,75,3.56,16.1,6.1,27.8,35.0,Good
6206,19.8,27.2,13.3,1008.5,63,1.27,15.9,7.8,25.9,28.0,Good
6210,19.5,24.4,12.2,1019.2,79,0,11.4,1.9,9.4,121.0,Unhealthy for Sensitive Groups
6211,20.7,27.2,13.9,1015,70,0.51,10.1,3.7,11.1,82.0,Moderate
6212,21.4,28.3,13.9,1010.7,63,0,15.9,7.4,16.5,62.0,Moderate
6216,19.9,26.7,10.6,1006,56,0,16.1,5.6,13,21.0,Good
6217,21.3,27.2,13.9,1006.7,53,0,16.1,9.8,22.2,14.0,Good
6218,18.9,25,15,1008.2,70,1.02,16.1,9.3,27.8,17.0,Good
6222,14.7,21.1,12.8,1014.5,84,4.06,16.1,8.1,18.3,15.0,Good
6223,17.1,23.9,12.2,1010.1,75,0,16.1,3.9,22.2,18.0,Good
6224,18,23.9,12.2,1010.4,71,0,16.1,8.3,24.1,20.0,Good
6228,19.5,26.7,13.3,1019.5,70,0,16.1,5,14.8,18.0,Good
6230,17.8,24.4,13.3,1021.5,66,0.51,16.1,6.1,16.5,25.0,Good
6231,15.5,21.7,12.8,1019.3,79,3.05,16.1,4.8,13,16.0,Good
6232,15,20.6,12.8,1018.8,90,2.03,16.1,3,11.1,15.0,Good
6236,21.2,28.3,12.8,1013.5,65,1.78,15.9,5.6,18.3,15.0,Good
6237,20,27.2,13.9,1016.1,67,0.25,16.1,5.6,18.3,19.0,Good
6238,18.9,26.7,11.1,1015.9,63,0,16.1,4.4,11.1,28.0,Good
6242,16.4,21.7,12.2,991.6,78,3.56,15,7.8,14.8,24.0,Good
6243,13.6,19.4,10,998.9,75,11.94,16.1,8.3,16.5,25.0,Good
6244,13.1,18.9,10,1002.7,89,4.06,15.4,8,22.2,18.0,Good
6248,9.8,16.1,7.2,1006.3,88,4.57,15,4.3,16.5,21.0,Good
6249,10.4,16.7,7.8,1008,86,4.83,15.9,5,13,18.0,Good
6250,13.6,19.4,8.3,1007,67,1.78,16.1,10.2,16.5,18.0,Good
6254,13.3,18.9,7.2,997,75,0,16.1,3.7,14.8,25.0,Good
6255,14.6,20.6,7.2,997,72,0,16.1,6.5,14.8,16.0,Good
6256,12.2,20,9.4,1003.9,88,0.25,12.7,4.1,16.5,21.0,Good
6260,10.3,17.8,4.4,994.2,78,0,16.1,8.3,14.8,30.0,Good
6262,12.4,18.9,4.4,999,71,0,16.1,3.7,9.4,32.0,Good
6263,8.3,17.2,2.2,1008.1,81,0,13.2,6.9,22.2,33.0,Good
6264,8.1,16.1,0,1015.7,70,0,16.1,5.4,14.8,35.0,Good
6268,11.2,20,4.4,1000.8,67,0,16.1,6.5,20.6,39.0,Good
6269,9.2,18.3,2.2,1002.9,75,0.76,16.1,3.3,11.1,35.0,Good
6270,12.2,18.9,2.2,999.2,61,0,16.1,7.4,16.5,35.0,Good
6274,10.4,17.2,5.6,1011.6,78,0,16.1,3,9.4,33.0,Good
6275,9.6,17.8,1.1,1012.8,70,0,16.1,5.2,20.6,30.0,Good
6276,9.8,17.8,1.1,1010.6,68,0,16.1,2.4,11.1,18.0,Good
6280,9.4,13.3,3.3,1009.4,85,1.52,15.3,8.9,22.2,1.0,Good
6281,5.2,10,1.1,1020.5,83,0.76,16.1,3.9,9.4,6.0,Good
6282,5.4,11.7,1.1,1016.5,88,0.25,13.8,6.7,11.1,8.0,Good
6286,7.7,12.8,3.9,1003.5,91,0.51,12.7,4.3,9.4,9.0,Good
6287,7.1,11.7,4.4,1011,94,8.64,11.3,6.3,18.3,11.0,Good
6288,6.7,13.9,1.7,1007.6,67,0.25,16.1,15.9,25.9,17.0,Good
6293,4.7,10,0,1027.6,71,0,16.1,8.5,14.8,14.0,Good
6294,6.8,12.8,0.6,1014.6,65,0,16.1,11.1,16.5,25.0,Good
6295,7.4,14.4,2.8,1009.4,75,0,16.1,4.4,11.1,27.0,Good
6299,6.3,8.3,0,1009.3,84,0,16.1,7.6,16.5,12.0,Good
6300,4.8,8.9,2.2,1000.3,84,0,15.6,10,14.8,13.0,Good
6301,3.1,6.1,2.2,1013.5,90,3.05,15.1,12,22.2,13.0,Good
6305,2.2,5,-3.3,1009.7,83,3.3,8.2,5.6,20.6,36.0,Good
6306,1.5,4.4,0,1010.7,99,0.51,3.2,2.2,9.4,31.0,Good
6307,1.4,2.8,0,1004,90,0,15.8,6.9,14.8,20.0,Good
6311,-6.1,-1.1,-10,994.4,82,1.78,14.5,4.8,14.8,33.0,Good
6312,-11,-5,-16.1,995.9,80,0,14,6.3,11.1,60.0,Moderate
6313,-13.4,-4.4,-17.2,996.3,82,0,16.1,6.3,14.8,60.0,Moderate
6317,-2.4,1.1,-9.4,1005.3,87,0.51,12.9,7,14.8,41.0,Good
6318,0.7,5.6,-4.4,1001.1,83,0.25,16.1,4.6,13,29.0,Good
6319,1.2,5.6,-3.3,997.3,85,0,16.1,3.3,11.1,34.0,Good
6323,-0.6,1.7,-3.9,1024.2,99,6.35,6.9,1.9,9.4,36.0,Good
6325,-1.4,0.6,-4.4,1037.5,97,0,9.8,3.3,9.4,33.0,Good
6326,-4.4,0,-6.7,1036.5,94,0,11.7,2.8,13,35.0,Good
6327,-1.3,0.6,-6.7,1032.4,96,0,8.2,8,25.9,18.0,Good
6331,-9.8,-3.3,-15,1028.3,89,0,15.3,8.3,18.3,62.0,Moderate
6332,-9.3,-6.1,-15,1019.8,84,0,14.8,3,9.4,55.0,Moderate
6333,-8.6,-7.2,-15,1014.2,87,1.78,11.4,4.3,13,30.0,Good
6337,-3.9,-2.8,-12.2,1018.8,89,11.43,5.8,14.1,29.4,27.0,Good
6338,-7.8,-2.8,-10.6,1028.8,92,1.27,16.1,2.6,9.4,60.0,Moderate
6339,-18.6,-7.2,-23.9,1026.3,89,0,15.9,1.5,11.1,67.0,Moderate
6343,-23.6,-15,-32.2,1007.3,83,0,16.1,2.4,9.4,62.0,Moderate
6344,-23.4,-15,-32.2,1017.2,85,0,16.1,1.7,9.4,105.0,Unhealthy for Sensitive Groups
6345,-26,-16.7,-32.2,1018.5,81,0,16.1,2,9.4,72.0,Moderate
6349,-21.3,-16.7,-28.3,1020.3,83,0.51,14.6,4.1,16.5,54.0,Moderate
6350,-26.4,-17.2,-31.7,1006.6,82,0,16.1,7.6,16.5,62.0,Moderate
6351,-25.6,-23.3,-32.8,988.4,81,0,16.1,5.6,14.8,157.0,Unhealthy
6356,-18.3,-13.3,-25.6,1008.4,85,0,16.1,0.9,7.6,75.0,Moderate
6357,-16.8,-11.7,-23.3,1006.8,86,0,16.1,0.7,5.4,93.0,Moderate
6358,-10.3,-8.3,-12.8,1003.1,89,0,14,2.6,9.4,60.0,Moderate
6362,-7.4,-0.6,-13.3,1013.3,88,0,12.1,6.3,18.3,59.0,Moderate
6363,-2,2.8,-13.3,997.9,90,0,12.6,8,18.3,35.0,Good
6364,-6.1,2.8,-12.2,1007.4,93,0,5.3,2.8,13,59.0,Moderate
6368,-3,5,-10.6,1008,76,0,16.1,7.4,16.5,73.0,Moderate
6369,-9.4,5,-15.6,1002.6,85,0,16.1,2.8,9.4,126.0,Unhealthy for Sensitive Groups
6370,-6.7,-3.3,-15.6,1001.5,89,0,13.7,2.8,9.4,62.0,Moderate
6374,-7,-3.9,-12.2,1014.2,92,0,12.6,2.2,9.4,44.0,Good
6375,-3.2,-1.7,-12.2,1015.8,93,0,8.5,6.5,14.8,35.0,Good
6376,-11.2,-1.7,-20,1031.5,89,0,15.9,6.3,14.8,90.0,Moderate
6380,-25.1,-19.4,-27.8,1023.3,77,0,16.1,0.6,7.6,158.0,Unhealthy
6381,-17.1,-14.4,-27.8,1036.2,82,0,16.1,0.4,5.4,97.0,Moderate
6382,-22.5,-14.4,-28.3,1036.9,79,0,15.1,1.5,7.6,74.0,Moderate
6386,-24.8,-21.7,-27.2,1019.3,77,0,16.1,0.7,5.4,96.0,Moderate
6387,-17.2,-12.8,-23.9,1007.4,83,0,16.1,1.5,7.6,153.0,Unhealthy
